"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-10-27",,,,"0.00",,"0.0","0.0",,"80","54",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-10-28",,,,"0.24",,"0.0","0.0",,"61","51",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-10-29",,,,"0.00",,"0.0","0.0",,"56","43",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-10-30",,,,"0.00",,"0.0","0.0",,"49","40",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-10-31",,,,"0.00",,"0.0","0.0",,"61","39",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-01",,,,"0.38",,"0.0","0.0",,"59","48",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-02",,,,"0.57",,"0.0","0.0",,"50","38",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-03",,,,"0.00",,"0.0","0.0",,"50","32",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-04",,,,"0.00",,"0.0","0.0",,"56","34",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-05",,,,"0.00",,"0.0","0.0",,"60","35",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-06",,,,"0.71",,"0.0","0.0",,"58","47",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-07",,,,"2.49",,"0.0","0.0",,"63","53",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-11",,,,"0.49",,"0.0","0.0",,"57","42",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-12",,,,"0.00",,"0.0","0.0",,"53","35",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-13",,,,"0.00",,"0.0","0.0",,"52","31",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-14",,,,"0.00",,"0.0","0.0",,"48","36",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-15",,,,"0.00",,"0.0","0.0",,"47","36",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-16",,,,"0.00",,"0.0","0.0",,"55","38",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-17",,,,"0.00",,"0.0","0.0",,"56","48",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-18",,,,"0.00",,"0.0","0.0",,"63","51",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-19",,,,"0.00",,"0.0","0.0",,"60","43",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-20",,,,"0.00",,"0.0","0.0",,"57","40",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-21",,,,"0.00",,"0.0","0.0",,"56","48",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-22",,,,"0.00",,"0.0","0.0",,"62","42",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-23",,,,"0.50",,"0.0","0.0",,"62","52",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-24",,,,"0.01",,"0.0","0.0",,"53","36",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-25",,,,"0.00",,"0.0","0.0",,"43","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-26",,,,"0.00",,"0.0","0.0",,"49","24",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-27",,,,"0.00",,"0.0","0.0",,"60","44",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-28",,,,"0.00",,"0.0","0.0",,"55","35",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-29",,,,"1.22",,"0.0","0.0",,"62","47",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-11-30",,,,"0.06",,"0.0","0.0",,"58","33",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-01",,,,"0.00",,"0.0","0.0",,"37","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-02",,,,"0.26",,"0.0","0.0",,"42","22",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-03",,,,"0.13",,"0.0","0.0",,"40","33",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-04",,,,"0.00",,"0.0","0.0",,"39","27",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-05",,,,"0.00",,"0.0","0.0",,"45","22",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-06",,,,"0.00",,"0.0","0.0",,"43","38",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-07",,,,"0.00",,"0.0","0.0",,"47","30",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-08",,,,"0.08",,"0.0","0.0",,"54","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-09",,,,"0.46",,"0.0","0.0",,"55","31",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-10",,,,"0.00",,"0.0","0.0",,"41","30",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-11",,,,"0.00",,"0.0","0.0",,"36","27",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-12",,,,"0.23",,,,,"38","25",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-13",,,,"0.00",,"0.0","0.0",,"36","25",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-14",,,,"0.17",,"0.0","0.0",,"34","20",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-15",,,,"0.00",,"0.0","0.0",,"27","16",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-16",,,,"0.00",,"0.0","0.0",,"25","17",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-17",,,,"0.00",,"0.0","0.0",,"28","15",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-18",,,,"0.30",,"5.0","0.0",,"28","18",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-19",,,,"0.00",,"0.0","4.0",,"26","14",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-20",,,,"0.00",,"0.0","2.0",,"24","7",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-21",,,,"0.00",,"0.0","2.0",,"20","12",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-22",,,,"0.00",,"0.0","2.0",,"34","11",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-23",,,,"0.58",,"6.0","2.0",,"32","11",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-24",,,,"0.00",,"0.0","7.0",,"36","27",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-25",,,,"0.00",,"0.0","7.0",,"38","28",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-26",,,,"0.00",,"0.0","7.0",,"44","29",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-29",,,,"0.00",,"0.0","4.0",,"32","11",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-30",,,,"0.00",,"0.0","3.0",,"22","1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1963-12-31",,,,"0.00",,"0.0","2.0",,"30","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-01",,,,"0.19",,"0.0","2.0",,"44","18",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-02",,,,"0.00",,"0.0","2.0",,"39","35",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-03",,,,"0.00",,"0.0","1.0",,"45","32",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-04",,,,"0.00",,"0.0","0.0",,"45","35",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-05",,,,"0.00",,"0.0","0.0",,"42","24",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-06",,,,"0.00",,"0.0","0.0",,"48","24",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-07",,,,"0.39",,"0.0","0.0",,"41","32",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-08",,,,"0.00",,"0.0","0.0",,"41","25",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-09",,,,"0.13",,"0.0","0.0",,"49","30",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-10",,,,"0.00",,"0.0","0.0",,"45","23",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-11",,,,"0.00",,"0.0","0.0",,"34","19",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-12",,,,"0.00",,"0.0","0.0",,"22","16",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-13",,,,"0.76",,"8.0",,,"25","14",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-14",,,,"0.37",,"3.7","12.0",,"20","11",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-15",,,,"0.00",,"0.0","9.0",,"28","8",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-16",,,,"0.00",,"0.0","9.0",,"36","17",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-17",,,,"0.00",,"0.0","8.0",,"36","12",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-18",,,,"0.00",,"0.0","7.0",,"42","17",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-19",,,,"0.00",,"0.0","6.0",,"43","16",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-20",,,,"0.02",,"0.0","3.0",,"47","38",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-21",,,,"0.38",,"0.0","0.0",,"50","38",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-22",,,,"0.00",,"0.0","0.0",,"45","31",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-23",,,,"0.00",,"0.0","0.0",,"45","30",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-24",,,,"0.00",,"0.0","0.0",,"48","30",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-25",,,,"0.57",,"0.0","0.0",,"50","39",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-26",,,,"0.00",,"0.0","0.0",,"45","30",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-27",,,,"0.00",,"0.0","0.0",,"45","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-28",,,,"0.00",,"0.0","0.0",,"40","21",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-29",,,,"0.00",,"0.0","0.0",,"30","17",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-30",,,,"0.00",,"0.0","0.0",,"39","26",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-01-31",,,,"0.00",,"0.0","0.0",,"38","19",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-02-01",,,,"0.24",,"0.0","0.0",,"40","33",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-02-02",,,,"0.00",,"0.0","0.0",,"43","24",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-02-03",,,,"0.00",,"0.0","0.0",,"32","19",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-02-04",,,,"0.00",,"0.0","0.0",,"45","19",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-02-05",,,,"0.00",,"0.0","0.0",,"50","33",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-02-06",,,,"0.70",,"0.0","0.0",,"45","24",,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00004781","ISLIP LI MACARTHUR AIRPORT, NY US","1964-02-07",,,,"0.04",,"0.0","0.0",,"47","37",,,,,,,,,,,,,,,,,,,,,,,,,,,
